name,K1022N1_GN1_mean_score,K1030N1_GN1_mean_score,K1040N1_GN1_mean_score,K1063N1_GN1_mean_score,K1065N1_GN1_mean_score,K1013T2_GB1_mean_score,K1030T1_GB1_mean_score,K1030T2_GB1_mean_score,K1030T3_GB1_mean_score,K1063T1_GB1_mean_score,K1063T2_GB1_mean_score,K1184T1_GA1_mean_score,K1040T1_GB1_mean_score,K1022T1_GB1_mean_score
DLX1,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.13046,0.10299
RARA,0.10143,0.11271,0.16693,0.08644,0.09686,0.15696,0.0905,0.11117,0.14218,0.08107,0.06483,0.03799,0.13034,0.09947
PKNOX2,0.10934,0.1319,0.1866,0.0976,0.11371,0.16707,0.09592,0.12115,0.16183,0.088,0.06948,0.04028,0.1303,0.10324
BHLHA15,0.0998,0.11179,0.16392,0.08364,0.09404,0.14207,0.08761,0.10841,0.15895,0.08626,0.06501,0.04178,0.13028,0.09399
ZNF35,0.09746,0.10048,0.15435,0.07849,0.08391,0.13229,0.07254,0.08998,0.13236,0.07478,0.05437,0.03263,0.13028,0.1027
Vdr,0.10862,0.12317,0.17558,0.0936,0.10466,0.16648,0.09815,0.11611,0.1468,0.0878,0.07076,0.04128,0.13001,0.10043
HOXC4,0.12704,0.13045,0.19538,0.10408,0.11282,0.16287,0.08663,0.10107,0.13558,0.09354,0.06804,0.0366,0.12998,0.0922
HOXD4,0.12704,0.13045,0.19538,0.10408,0.11282,0.16287,0.08663,0.10107,0.13558,0.09354,0.06804,0.0366,0.1299,0.0904
SOX21,0.105,0.11086,0.16867,0.08587,0.09404,0.14687,0.08748,0.10309,0.14552,0.08483,0.06253,0.03763,0.1298,0.08869
TCF21,0.10594,0.12098,0.17373,0.0904,0.10217,0.15555,0.09544,0.11551,0.16719,0.09282,0.07125,0.04517,0.12964,0.0961
Foxl2,0.10671,0.11014,0.1662,0.08761,0.09553,0.12977,0.08926,0.10543,0.1369,0.08984,0.06433,0.04083,0.12941,0.09668
LMX1A,0.12565,0.10736,0.16835,0.09289,0.09104,0.14489,0.06887,0.08178,0.11847,0.0775,0.05517,0.02213,0.12941,0.08279
Six4,0.12343,0.14375,0.19733,0.106,0.1226,0.17284,0.10215,0.11976,0.1584,0.09301,0.07528,0.04034,0.12922,0.09609
VSX2,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.12919,0.0807
HOXC9,0.12337,0.12742,0.19137,0.10261,0.11646,0.14942,0.08445,0.11106,0.13909,0.08889,0.06692,0.04404,0.12894,0.08928
MEIS1,0.11446,0.12602,0.19168,0.0994,0.11513,0.16275,0.08703,0.11486,0.14214,0.09243,0.06901,0.04707,0.12887,0.09079
HOXD3,0.13021,0.12947,0.19207,0.10385,0.11202,0.16412,0.08702,0.10572,0.14431,0.08951,0.06604,0.03436,0.12866,0.09058
Nr2e1,0.10599,0.11559,0.16902,0.08771,0.09616,0.15027,0.08724,0.10287,0.13878,0.08618,0.06488,0.03677,0.12859,0.0932
PBX1,0.10729,0.11488,0.17176,0.09027,0.10342,0.15457,0.08679,0.11374,0.14515,0.08939,0.06731,0.04218,0.12839,0.09445
BHLHE23,0.0915,0.10067,0.15391,0.07786,0.08525,0.11984,0.06975,0.09068,0.12834,0.07709,0.05531,0.0371,0.12811,0.08913
EVX2,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12773,0.08891
Foxj2,0.10648,0.10953,0.16761,0.08646,0.09644,0.13821,0.09049,0.10952,0.14105,0.08878,0.06481,0.04082,0.12734,0.11444
EMX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12708,0.08391
Hoxa13,0.10995,0.11048,0.16675,0.08833,0.09651,0.13482,0.07825,0.1006,0.13466,0.07849,0.05918,0.0391,0.1269,0.08911
EMX2,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12687,0.08783
BARX1,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12686,0.09075
GATA1,0.10336,0.1122,0.16619,0.08608,0.09562,0.14851,0.08787,0.10818,0.14394,0.08482,0.06473,0.03935,0.12677,0.09333
LIN54,0.10492,0.11065,0.1646,0.08572,0.09376,0.14449,0.08095,0.09871,0.13603,0.08209,0.06069,0.03647,0.12634,0.08813
ESX1,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.12576,0.08984
LBX1,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.12559,0.09078
BSX,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12534,0.0899
NKX6-3,0.13115,0.13426,0.19833,0.10561,0.11697,0.16245,0.08672,0.10321,0.13734,0.09201,0.06765,0.03662,0.12526,0.09106
TEF,0.1186,0.11863,0.18234,0.09404,0.10658,0.1574,0.08341,0.10826,0.14719,0.09074,0.06785,0.04506,0.12509,0.08823
HOXC8,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12506,0.08585
VAX1,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.12496,0.08833
ZBTB17,0.09978,0.09785,0.15398,0.0804,0.09305,0.12832,0.0701,0.10058,0.11991,0.06705,0.05476,0.03561,0.1246,0.09217
Atoh1,0.09155,0.10531,0.16187,0.08001,0.09024,0.12585,0.07312,0.09659,0.13224,0.07934,0.05694,0.04028,0.12455,0.08465
ZNF8,0.09214,0.10258,0.15963,0.08059,0.08839,0.12521,0.07326,0.09144,0.13171,0.079,0.05677,0.03922,0.12436,0.09675
PDX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12405,0.08718
Arid3a,0.10519,0.10044,0.1565,0.08186,0.08501,0.12794,0.06976,0.08665,0.12391,0.07383,0.05319,0.02872,0.12387,0.08751
ZNF410,0.09779,0.11017,0.1627,0.08411,0.09434,0.14429,0.08423,0.10946,0.14793,0.08471,0.0639,0.04341,0.1236,0.09237
OTX2,0.09515,0.11067,0.15743,0.08223,0.0927,0.1395,0.08394,0.108,0.13408,0.07547,0.05977,0.04032,0.1236,0.09237
ISX,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12359,0.09263
Mafb,0.12011,0.14204,0.19934,0.10346,0.12092,0.18727,0.10604,0.1284,0.17076,0.10016,0.07805,0.05327,0.12349,0.1062
OLIG1,0.09137,0.09974,0.154,0.07644,0.08566,0.12273,0.07177,0.09087,0.12891,0.07793,0.05667,0.03702,0.12324,0.08653
CUX1,0.09349,0.08865,0.15046,0.07596,0.09005,0.11384,0.06217,0.09349,0.1078,0.0628,0.04817,0.03041,0.12316,0.09661
Stat6,0.10799,0.12052,0.17139,0.09033,0.09962,0.15742,0.09066,0.10814,0.15153,0.09018,0.06817,0.03944,0.12307,0.09228
HOXB3,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12306,0.08652
Arid5a,0.08944,0.08357,0.14436,0.07228,0.07393,0.11577,0.06495,0.08343,0.11844,0.07194,0.04966,0.03106,0.12291,0.08758
HOXB13,0.09842,0.09804,0.15143,0.07898,0.08436,0.12415,0.07139,0.09388,0.12862,0.07214,0.05365,0.03369,0.12289,0.08755
MIXL1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12289,0.08738
GATA6,0.08409,0.09266,0.14744,0.0736,0.08587,0.12734,0.0786,0.10363,0.14115,0.08501,0.06522,0.03974,0.12286,0.09112
Gata3,0.08409,0.09266,0.14744,0.0736,0.08587,0.12734,0.0786,0.10363,0.14115,0.08501,0.06522,0.03974,0.12286,0.09112
PBX2,0.11226,0.11789,0.18247,0.09417,0.10708,0.14812,0.0783,0.10233,0.13068,0.0841,0.06119,0.04138,0.12286,0.09112
HOXA7,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
LBX2,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
LHX2,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
MSX1,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
MSX2,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
RAX,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
RAX2,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
SHOX,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
Dlx3,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
Dlx4,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
Msx3,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
Nobox,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
Shox2,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12286,0.09112
FOXC1,0.09625,0.09791,0.15422,0.08005,0.08544,0.11765,0.07899,0.09616,0.12278,0.08278,0.05834,0.03749,0.12286,0.09112
POU3F2,0.11615,0.11674,0.16965,0.08978,0.0989,0.14414,0.07834,0.09386,0.12835,0.08241,0.05901,0.03419,0.12286,0.09112
DMRTA1,0.099,0.10767,0.16164,0.08316,0.0916,0.13699,0.07889,0.09338,0.13568,0.08162,0.05797,0.0357,0.12286,0.09112
TEAD1,0.13002,0.16671,0.229,0.12599,0.13956,0.20262,0.09443,0.12316,0.18432,0.11174,0.08236,0.06353,0.12257,0.09946
OLIG2,0.09086,0.09934,0.15373,0.07719,0.08569,0.12084,0.07219,0.09299,0.13182,0.07723,0.05571,0.03754,0.12245,0.08611
HOXA3,0.12209,0.11132,0.17061,0.09163,0.0955,0.14542,0.07252,0.08978,0.12715,0.0774,0.0558,0.02577,0.12241,0.08846
TCF7L2,0.10629,0.1111,0.16252,0.08689,0.09627,0.14869,0.08655,0.10651,0.14471,0.08341,0.06349,0.03384,0.12196,0.08867
MEF2A,0.08626,0.08635,0.13953,0.0698,0.07506,0.11896,0.06451,0.0928,0.12034,0.06371,0.0474,0.03101,0.12191,0.07968
NKX6-1,0.12565,0.10736,0.16835,0.09289,0.09104,0.14489,0.06887,0.08178,0.11847,0.0775,0.05517,0.02213,0.12191,0.09016
POU6F1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12181,0.08403
PRRX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12181,0.08403
GATA4,0.08601,0.09574,0.14999,0.07526,0.08751,0.13248,0.08291,0.10736,0.14532,0.08672,0.06736,0.03949,0.12163,0.09016
HESX1,0.11434,0.11353,0.16985,0.0898,0.09726,0.14257,0.07912,0.09953,0.13647,0.08086,0.06028,0.03364,0.12126,0.08797
DRGX,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.12124,0.09128
MEIS2,0.11148,0.11767,0.18127,0.09366,0.10727,0.14972,0.08038,0.10583,0.13367,0.08515,0.06222,0.04232,0.121,0.09225
HOXC10,0.12171,0.12384,0.18789,0.09932,0.11147,0.14816,0.07988,0.10262,0.13228,0.08562,0.06257,0.03941,0.121,0.09225
HOXD11,0.11659,0.11861,0.17794,0.09491,0.10569,0.1425,0.07937,0.10075,0.13071,0.08366,0.06202,0.0375,0.121,0.09225
NEUROG1,0.09381,0.10841,0.1627,0.08062,0.09232,0.13539,0.07964,0.09995,0.13818,0.082,0.06052,0.04051,0.121,0.09225
Dlx5,0.11922,0.1182,0.17401,0.09296,0.10067,0.14493,0.08005,0.09908,0.13873,0.08006,0.05849,0.03218,0.121,0.09225
HMBOX1,0.12897,0.12164,0.18194,0.1015,0.09987,0.15805,0.07971,0.08607,0.12746,0.08769,0.06157,0.0265,0.121,0.09225
LHX6,0.12625,0.11094,0.168,0.09144,0.09333,0.14659,0.07074,0.08845,0.12481,0.07475,0.05432,0.02366,0.12088,0.08427
PROP1,0.09702,0.09019,0.14561,0.07436,0.07706,0.11852,0.06187,0.07828,0.11288,0.06768,0.04741,0.02605,0.12073,0.09545
ALX3,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.1207,0.08631
Smad4,0.09115,0.10665,0.15179,0.07866,0.09147,0.14168,0.08532,0.11274,0.14256,0.08108,0.06127,0.03901,0.12033,0.09011
GATA5,0.08586,0.09417,0.14911,0.07494,0.08763,0.13208,0.08372,0.11037,0.14783,0.08849,0.06952,0.04168,0.12021,0.0904
VSX1,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.12002,0.08745
HOXB9,0.12173,0.12509,0.1888,0.10078,0.11323,0.14801,0.08222,0.10646,0.13458,0.08762,0.0653,0.04145,0.11991,0.09014
SRY,0.10363,0.10243,0.1614,0.08325,0.08806,0.13257,0.08257,0.10129,0.13689,0.08,0.05849,0.03725,0.11991,0.09014
Lhx1,0.13595,0.12485,0.1831,0.10143,0.1066,0.16297,0.0824,0.09923,0.13865,0.08348,0.0627,0.02757,0.11991,0.09014
TCF7,0.10866,0.1122,0.16582,0.08877,0.09947,0.15021,0.08814,0.10956,0.1461,0.08589,0.06601,0.03576,0.11944,0.08998
MEF2C,0.08821,0.08934,0.14108,0.07105,0.0766,0.12431,0.0686,0.09535,0.12469,0.06593,0.04933,0.03125,0.11921,0.08613
Lhx4,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11912,0.08346
UNCX,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11906,0.08754
EVX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11895,0.0869
POU4F3,0.11268,0.107,0.17271,0.09113,0.09366,0.14239,0.07006,0.08478,0.11802,0.08078,0.05714,0.03135,0.11888,0.0842
HOXB5,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11883,0.08449
POU3F3,0.10828,0.10471,0.15906,0.08337,0.0894,0.13304,0.0712,0.08662,0.12143,0.07618,0.05369,0.03148,0.11876,0.08878
Lhx3,0.11068,0.10125,0.16221,0.08577,0.08674,0.13446,0.06644,0.08004,0.11437,0.07537,0.05273,0.02529,0.11876,0.0858
HOXA1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11866,0.08313
HOXC13,0.11854,0.12264,0.17891,0.09562,0.10544,0.14863,0.08437,0.10404,0.13872,0.08429,0.0634,0.0377,0.11837,0.08874
NFIL3,0.10721,0.1174,0.17245,0.0869,0.10134,0.14243,0.07799,0.1003,0.1406,0.08559,0.06014,0.04064,0.11835,0.08812
Hoxd13,0.10483,0.10441,0.16096,0.08478,0.09275,0.12783,0.07587,0.09993,0.12897,0.0755,0.05676,0.03876,0.11835,0.08812
TRPS1,0.08432,0.09099,0.14622,0.07303,0.08375,0.1249,0.07647,0.0999,0.13729,0.08156,0.06213,0.03707,0.11835,0.08812
CDX1,0.11677,0.11979,0.17978,0.09448,0.10536,0.13772,0.07575,0.09924,0.13217,0.0786,0.05782,0.0398,0.11835,0.08812
CDX2,0.10803,0.10849,0.16601,0.08714,0.09633,0.12966,0.07537,0.09873,0.12861,0.0761,0.05694,0.03897,0.11835,0.08812
BHLHE22,0.09421,0.10547,0.15816,0.08064,0.08933,0.12295,0.07568,0.09711,0.13502,0.08045,0.0588,0.03994,0.11835,0.08812
HOXD9,0.11477,0.11376,0.17333,0.09125,0.10021,0.13277,0.07339,0.09582,0.12929,0.07704,0.05634,0.03766,0.11835,0.08812
FOXB1,0.09468,0.09664,0.15093,0.07837,0.08397,0.11479,0.0775,0.09568,0.12174,0.08169,0.05724,0.03715,0.11835,0.08812
OLIG3,0.09213,0.10019,0.15571,0.07774,0.08741,0.12824,0.07538,0.09522,0.13548,0.07888,0.05806,0.03824,0.11835,0.08812
Hmx3,0.11778,0.11762,0.17493,0.09229,0.10054,0.14267,0.07739,0.09486,0.13168,0.08001,0.05926,0.03038,0.11835,0.08812
FOXD3,0.09589,0.09505,0.1487,0.07696,0.08218,0.12311,0.07795,0.09402,0.12322,0.07672,0.05535,0.03364,0.11835,0.08812
Hmx2,0.11069,0.10926,0.16792,0.08856,0.09457,0.13699,0.07596,0.09378,0.12902,0.07918,0.05814,0.03225,0.11835,0.08812
POU3F1,0.1134,0.11429,0.16667,0.08783,0.09712,0.13911,0.078,0.09356,0.12775,0.08155,0.05865,0.03414,0.11835,0.08812
Hmx1,0.11885,0.11755,0.17449,0.09233,0.09957,0.14022,0.07606,0.0932,0.1309,0.07841,0.05764,0.03032,0.11835,0.08812
Alx4,0.12863,0.11719,0.17417,0.09474,0.09872,0.15043,0.07455,0.09302,0.12757,0.07819,0.05855,0.02664,0.11835,0.08812
DUXA,0.1143,0.11711,0.17967,0.09248,0.10156,0.14759,0.07757,0.09274,0.12671,0.08222,0.06038,0.03496,0.11835,0.08812
DMRTC2,0.09579,0.10492,0.15783,0.08013,0.08859,0.13385,0.0756,0.09234,0.132,0.07984,0.05642,0.03512,0.11835,0.08812
HOXB1,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
GSX2,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
HOXA6,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
HOXB7,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
LHX5,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
MEOX2,0.12208,0.11345,0.17328,0.09371,0.09819,0.14433,0.07333,0.09156,0.12901,0.07943,0.05741,0.02748,0.11835,0.08812
SATB1,0.10907,0.10899,0.16879,0.08827,0.09528,0.13495,0.07527,0.09117,0.13081,0.07926,0.05643,0.03433,0.11835,0.08812
POU2F1::SOX2,0.1018,0.10308,0.16046,0.08269,0.08888,0.13227,0.07422,0.09062,0.12763,0.07793,0.05576,0.03464,0.11835,0.08812
BARX2,0.11872,0.11156,0.17475,0.09379,0.09379,0.14675,0.07671,0.08516,0.12454,0.08542,0.0608,0.02813,0.11835,0.08812
ZNF354A,0.08571,0.08673,0.13963,0.06957,0.07385,0.11619,0.06441,0.0828,0.11674,0.06715,0.04796,0.02798,0.1183,0.08061
GSX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11818,0.08189
Lhx8,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11815,0.08113
POU4F1,0.11078,0.10577,0.16982,0.08954,0.09217,0.14044,0.06942,0.08434,0.11678,0.0794,0.05598,0.03114,0.11813,0.08375
Pax7,0.108,0.10022,0.16071,0.08397,0.08836,0.13225,0.06602,0.08263,0.11311,0.07227,0.05158,0.02656,0.11805,0.06636
HOXA2,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11719,0.08432
NOTO,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.11704,0.08703
FOXC2,0.09892,0.10114,0.156,0.08148,0.08797,0.12363,0.08466,0.09985,0.1258,0.08437,0.06029,0.038,0.11702,0.08824
MEF2D,0.08958,0.09093,0.14457,0.07325,0.07922,0.12223,0.06636,0.09458,0.11927,0.06517,0.04901,0.03146,0.11686,0.08457
LMX1B,0.126,0.10765,0.16873,0.09316,0.09129,0.14519,0.06905,0.082,0.11867,0.07773,0.05534,0.02219,0.11658,0.07777
MNX1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11636,0.08057
Dlx2,0.12599,0.12551,0.1806,0.09884,0.10799,0.15482,0.08685,0.11024,0.15077,0.08594,0.06514,0.03606,0.11627,0.08613
PITX1,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
GSC,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
GSC2,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
OTX1,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
PITX3,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
Crx,0.09958,0.11301,0.16144,0.08494,0.09493,0.14463,0.08689,0.11006,0.13948,0.07937,0.06271,0.04097,0.11627,0.08613
Six3,0.09259,0.10812,0.15781,0.07922,0.0933,0.14815,0.0869,0.10966,0.14799,0.08283,0.06401,0.04133,0.11627,0.08613
HLF,0.11737,0.12947,0.18234,0.09402,0.1105,0.15201,0.08688,0.10784,0.14998,0.09144,0.06586,0.04323,0.11627,0.08613
NKX6-2,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.1146,0.07882
DUX4,0.10675,0.11691,0.17357,0.09005,0.10207,0.15283,0.08473,0.10565,0.1421,0.08847,0.06642,0.04016,0.11417,0.08657
ONECUT2,0.09612,0.08975,0.15082,0.07767,0.09402,0.11357,0.06667,0.10129,0.1104,0.06395,0.05283,0.03297,0.11405,0.07582
EN1,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.11304,0.07876
Mecom,0.0875,0.09481,0.14824,0.07446,0.08437,0.13617,0.08196,0.10314,0.14092,0.08267,0.06172,0.03513,0.11229,0.08486
ZNF211,0.08822,0.09674,0.15579,0.07771,0.08463,0.10844,0.06494,0.08717,0.12644,0.07296,0.0511,0.03919,0.11184,0.06967
ZNF558,0.09003,0.09317,0.14649,0.07417,0.07937,0.12222,0.06904,0.08737,0.12521,0.07256,0.05171,0.03154,0.11075,0.07857
Hmga1,0.08508,0.08426,0.13624,0.06877,0.07325,0.11398,0.0598,0.08409,0.11369,0.06159,0.04479,0.03017,0.10979,0.07614
TLX2,0.12029,0.1071,0.16776,0.0905,0.09149,0.14244,0.06934,0.08456,0.12169,0.07688,0.05441,0.02419,0.10873,0.07065
ARGFX,0.12715,0.10807,0.16969,0.09345,0.09103,0.14685,0.06925,0.08176,0.11922,0.0778,0.05514,0.02185,0.10828,0.06899
MEF2B,0.09264,0.09372,0.14824,0.07565,0.08184,0.12591,0.06804,0.09852,0.1212,0.06667,0.05053,0.03262,0.10792,0.06816
ONECUT1,0.09115,0.09,0.14747,0.07402,0.08419,0.11741,0.06574,0.09179,0.11313,0.06619,0.04965,0.03109,0.10699,0.07263
CUX2,0.09214,0.08719,0.14831,0.07552,0.09023,0.11372,0.06081,0.09318,0.10616,0.06016,0.0478,0.03032,0.10582,0.0708
PAX3,0.11159,0.10257,0.16547,0.08742,0.09236,0.13631,0.06589,0.08195,0.11098,0.07247,0.05266,0.02595,0.10465,0.06622
ONECUT3,0.08991,0.08672,0.14288,0.07223,0.07884,0.11527,0.06352,0.08601,0.11269,0.06618,0.0482,0.02848,0.10364,0.06478
PHOX2B,0.09096,0.08408,0.14023,0.07111,0.07314,0.11351,0.0604,0.07954,0.11332,0.06522,0.04531,0.02681,0.10292,0.0675
